,0 
475," i stay talbott time alway like it. thi time first visit 2 year i disappointed. the hallway look tire carpet need replaced. i ask corner room instead given small dark room look onto wall 10 feet away multipl noisi vent immedi outsid window. the light kept throughout day even day bright. the bathroom tini would difficult manag 2 peopl room. the ac unit rumbl perman background white nois even switch off. have stay i know better room one price other i risk get again. other small thing contribut - lobbi browni longer, cup lid lobbi coffe (so walk coffee) i got newspap last morn 5-night stay. the construct nois bad start 7.30am goe around 8pm, includ weekends."
476," we reserv room sleeper couch week stay. after check unpacking, discov sleeper sofa remov (supposedli renovation). the front desk clerk bellman never mention sleeper sofa even though saw 4 us check room. colleen, one managers, argument noth resolv problem. we end one children sleep couch slept antiqu rollaway bed. we never spoke gener manag conveni ""absent hotel"" stay. we stay one occas past decad never encount incompetence. we make sever phone call receiv miserli discount never receiv apology. the lack train staff clearli evident, cavali attitud management."
477," i easili say one worst hotel i'v stay the. the receptionist front snooty, sarcast teenag post teenager. you get better servic waiter waitress diner. the room dirty, stain carpet, showerhead moldi rusted, door bathroom main door dent scratches. the towel horribl aroma. the hotel narrow, near construct zone so, i would plan wake 6:am choos talbott. the next day, i ask anoth room concierg decent guy move us larger comfort room. that room though right elev tortur hear sound elev would never stop. i ask late checkout 1pm receptionist refus state would charg half day, noon. i speak manag gave us till 1pm. pleas stay away hotel, i think holiday inn would better. andrew f. gulli"
478," just back spend memori day weekend chicago. we decid stay talbott, reserv room month ago. i must say found staff wonderful, accommod quit disappointing. we given room #1605. avoid room costs! the adjac elev noisi keep awak night (and awaken 6 am). in addition, request king bed, #1605 two doubles. we also surpris coffe maker room. despit friendli staff super location, talbott less expected, would probabl stay again."
479," i can't recal anoth time i'v deal rude front desk help. while pleasant initially, soon i demonstr slightest bit frustrat i still wait claim luggag check-in (i arriv prior check-in time, hold bags), true qualiti establish surfaced. never mind luggag sent room afternoon wait lobbi 15 minut 7:30pm still look luggag least bellhop. while bit annoying, worst part wit poor attitud donna, attract aloof front desk employee. her lack initi match pettiness, i notic refus make eye contact remaind stay, includ famili came lobbi follow morning. i also book rate includ parking, donna acknowledg check-in check bill separately; i assum i got bad side. even last polit good bye front desk, i felt phony, uppiti attitud donna, i realli can't convey extent insult felt. i honestli say worst part first trip chicago. the hotel well appoint lobbi small cozy. great locat well. to fair, staff seem friendly, i obtus recogn rate hotel statist outlier. but i think travelers, like me, would trade amen consist reliabl service, ""situation"" could single-handedli ruin travel experience. unfortunately, case here."
480," do imagin get first time overlook room, suppos ready, use towel mouthwash open used? left towel floor (the foot towel) dri face? slipper that, although still bag, sole broken left tini plastic part way garbag (all room, de facto). realis would happen saw pari hilton tv knew god great us idiot go compani abl creat her. shame us, actually!"
481," we choos stay hotel due high rooftop rate hotel. not rooftop terrac 5th floor, occuppi privat corpor event entir durat stay. we - recommend - drink indoor highli insult bartend there. there breakfast buffet - order la carte. keep mind pay extra breakfast internet. also note minibar empti arriv - told departur would need call recept order. we stay omni much better experience. i dont recommend spend much mediocr hotel."
482," i live chicago frequent occas recommend hotel friend busi acquaintances. we recent put candid (and family) recruit compani conrad. we good luck hotel le meridien. it disappoint concern conrad. on plu side, guest abl check earli problem gener like room. on downside... they learn fact room two bed bath tub (onli shower). our guest move room bath tub found hair it, clean themselves. when coffe bar caffein coffe guest ask some, told would deliv immediately. when call 30 minut later front desk admit ""forgotten."" while concierg doorman quit helpful, guest told us front desk personnel sullen unresponsive. our guest gener whelm one ""five best hotel chicago."" conrad long way go compet four seasons, peninsula park hyatt."
483," the conrad hilton recent took properti fail meridian hotel. it seem conrad inherit hotel properti work. the entranc difficult find. there two elev take lobby. as result, often line wait them. the problem affect guest room elev locat beyond registr area. if go hotel coupl time stay, find poor elev layout annoying. the king room i would consid small compar chicago hotels. although i like modern design, room quit stark cold. it also show quit bit wear tear. the bathroom best part. ha anyon manag tri sit chair work desk? it uncomfort set-up i'v experienced. the view non-exist rooms. in citi amaz vistas, disappointing. i saw coupl walk hall manag tri find room accept them. room servic breakfast highlight stay. excel food high qualiti presentation. sorri i write better review. would i stay again? no. chicago incred hotel one them."
484," great, awesom service. seriously, peopl amazing. that, nice bartend serv last call (at least, that' i told - i cours drink) save place one star. but serious blah, small, non-luxuri room bed realli uncomfort - card rate $725/night, even major city, room better awesome. i'v waaaay better room nyc $350/night. (good thing i corpor rate.) and room especi big, despit review say. but here' main problem. even 10th floor, guy blow whistl summon cab downstair woke 6, 6:15, 6:30, 6:45, 6:50, 6:55, and...and, well, i final got said screw it, let' greet day. mayb everyon els alreadi up, somehow i doubt it. am safe ensconc four seasons."
485," we'v stay time around mark differ qualiti servic - staff rude, incompetent. for example, order wine glass room hotel longer servic mini bar room, seem like realli cheap way go type hotel. nonetheless, staff brought us 4 coffe mugs... the list issu goe unfortunately, includ low grade in-room movi option - audio video sync rental; eventu stop watch 20 minutes. and room clean; bathroom sink vent hole black mold. clearli hotel pull back amenities, train suffici staff... oh, price point hotel stay same. find newer hotel, mani great city."
486," i expect experi compar stay olympia seattle. the decor overal feel hotel much averag inspiring. biggest disappoint inadequ internet connect room. the wireless slow hard-wir wall work all. i request replac wall wire, help. thi hotel better this. with 5 star rating, experi pleasantli rememb -- but, mediocr experi me. even bed cover special. need intens management. next time, i tri trump facil thank"
487," thi hotel great locat nice infrastructure. the river north area full great restaur north bridg area great towners. the decor love nice hold-ov le meridian. while conrad aspir top tier along peninsula, four seasons, ritz park hyatt, fall short. we dinner terrac restar outsid day initi impress set selection. while price similar peninsula, figur nice day worth try. wow, ever disappointed. first off, told could seat stay 7. ok, that fine sat down. the waitress made point ask anyth wrong, could make right. when indic glass champagn full ($20 per glass), consult manag anoth manag (a heavier fellow dark suit). she came back said standard puor would glad bring us addit glasses. what bother outcome, fact manag servic focused. at four season peninsula, would never happen express displeasure, would made right. at conrad, terrac manag ignor it."
488," book room w/ queen bed 2 night wonder nye, rather disappointed. bed either world' smallest queen, actual double, mention uncomfort springy. some thing bathroom previous open use (q-tips). lot nois seem carri vent could hear room rather clearly. when tv off, audibl high-pitch hum nois could get rid unless unplug tv. hot water inconsist shower. it great location, however, next time i tri one hotel area like intercontinent marriott. thi might bad pass though quickli business, i recommend romant night two."
489," i stay 2 night busi conference. the food pretti good. and realli good mint i resist. the room comfort bed great. but i annoy mani issues. first, internet went coupl hour i break conference. it big deal except i need busi down. second, internet avail confer rooms. i suppos confer i attend would pay extra it. third, the chair room low desk i awkward posit use comput gave back ach later. fourth, second night key work. so i ask new one also work. so i ask anoth one thing happened. thank front desk ask secur guy meet room i go back lobbi third time. then came back littl later tell i wrong room, i wasn't. finally, came back right key. fifth, tv one remot control chang channel differ one volume. sixth, comedi channel. much cheaper hotel do. if hotel cost much money thing would minor inconveniences, i would expect i paid."
490," the conrad right stuff - great bedding, fanci decorations, beauti lobby, etc. however, serious miss boat come custom servic attent detail. when i check in, i went get glass wine minibar, discov everyth fridg warm. i call help cheer told would send engin right away fix it. in meantime, i said, great, cold drink? they proceed send 1 glass wine via room service, without ask would okay. i paid $25 1 glass wine. the minibar bottl would'v given 2 glass $33. noth said obviou difference. when i call complain, i made feel cheap. to me, money, principle. the next morning, bill show i eaten someth minibar. i not. i called, said automat sensor minibar must trigger someth (duh - engin came took entir fridg compart fix it), took charg off. they also took $10 room servic bill, i still annoy nobodi bother apolog acknowledg fact i overcharged. also, fix minibar fridge, replac anyth it. the guy said, it'll take thing cool down. oh, really? how warm beer, cold, tast disgusting? i guess they'r save next person check room idea. anoth annoy light mirror bathroom work. when i plug in, made 2 light bathroom go off, never would come on. it seem conrad think spend lot money make look beautiful, without worri customer' experience. i think go room check out. and sta"
491," well, use le meridian hotel, chang worse. we kept remind book package, over-charg separ everything, included. we suppos champagn room upon arrival, not. two phone call three hour later, final show up. we tri drink bar, even though onli peopl there, three servers/bartend came went, talk other, one acknowledg us. after ten minut left hotel went street drink. and bother pay extra ""citi view""; may get view sixth floor, look across street directli plain brick wall - could see. oh yes, valet lost cell phone someone' car, call home today see found it. he want call back home. nice hotel give person inform staff, huh? for money, stay hotel chicago price-point much much better."
492," it' frustrat hotel post deal promin website, claim said deal avail certain dates. but, call make reserv base deal, tell available. there room available, deal. then tri condescendingli tell sell mani room deal. i get that. then say website. ""here' great deal . . . small number peopl actual get it."" so much great review servic . . . i even get past first phone call without frustrat annoyed. bad form, conrad, bad form."
493," let first start say i alway pleas conrad hotel i chose conrad chicago. i disappoint level service. 3 phone call get mainten fix bathroom sink, unpleas experi terrac resturant, front desk awar room eminities, uncar mod! all conrad hotel i stay 5 star one. i give 2 stars!!!:("
494," my husband i excit stay conrad, unfortunately, would never stay hotel again. the room look nice, closer look mold bathroom red stain look like dri blood near sink. the room servic cost super high - cost us $100 1 burger, 1 order french toast, 2 pop 2 desserts. in middl night pipe room made loud vibrat nois kept us awake. we call front desk took almost 40 minut someon walk room (we 5th floor, recept desk). they noth fix thing continu follow night anytim room us right use shower. the staff friendli enough, not help noth tri make stay better problems. there even coffe pot room. definit would not stay price. not worth it!"
495," i stay hotel week i look forward stay top class hotel. i shock disapoint stay, here gripe - room broken phone broken lightbulb - breakfast servic slow impolit - hotel ration shampoo (one bottl two peopl share refil bottl less half full). - we also share bar soap. i disappoint hotel, i paid premium hotel got disappoint stay."
496," "" bare averag hotel premium price"" thi hotel beauti lobbi fail fail maintain standard beyond lobby. i stay conrad dublin, ireland hongkong i loved. i look forward stay hotel. i extrem disappointed. i surpris hotel allow carri conrad name. pros: eleg lobbi nice decor fresh flower location: locat heart chicago disappoint - stain worn carpet hallway - room small - phone lightbulb room broken - breakfast $60 two people, servic slow impolit - hotel ration soap shampoo, one bar soap share one bottl shampoo replac two days, i felt like i stay budget hotel. cap stay hotel made bill error took three month effort worth correct. i would stay hotel again, it worth premium price charge."
497," i travel chicago quit often, stay bunch hotels. i stay conrad coupl times. my impress good. both time receptionist quit cold i feel welcom all. the room noisy. thin walls, could hear exactli next room talk about. one time tv broken too, guy came took like hour fix it... anyway, given 4.5 star hotel, realli didnt live expectations. after 1st time hotel, i thought i might give second try. after 2nd time, i decid i realli come back, especi given mani hotel close by. the attende confer also complain hotel. so i guess i alon this..."
498," i gave conrad second tri impress fail miserably. the hotel honor room requests. i express special occas would love room view reservation. i got 'view' adjac offic build windows. i pay nearli $400 night that. i call manag absolut rude. ""that would'v requir pay least $40 more.."" rude. lot lot mistak happened. request pillow never sent up, televis sound function (i.e. no sound), tell manag problem horribl condescend care little. i'v better servic hampon inn! when screw breakfast voucher i physic go question it.. said ""we send right up"".. no, never happened. absolut ridiculous. the bathroom alway nice, room renov sinc i last year (thank lord!)... it nice ambianc it. the bed quit nice well. the valet guy fantastic, probabl nicest men within entir hotel. also bellman, housekeep wonder sweet alway said ""hi"" ""hope wonder day"".. i appreci that. perhap manag team need go back train school learn custom service. breakfast conrad restaur avoid completely. the servic abysm inept, mention slow. we two differ watress took upward 15 minut get juice. they look like hate jobs, treat us attitude. we never check food came. the food overpr qualiti sever lacking. i got continent breakfast includ muffin (burnt), small croissant, tini cinnamon roll. 14 dollar that. laughable. or choose, 14 dollar get toast juice! spare choos eat elsewher get actual tasti meal money. overall, manag need learn custom servic means, bend backward customer. otherwis busi crumble. and conrad crumbl me. i spent way much money terribl service. i'v alreadi sent opinion hilton headquarters. i'll look hotel next time im chicago."
499," i book hotel great expectations. i famili visit outsid countri want good experi chicago. upon arriv hotel (at exact time i indic reservation) i told i'v ""downgraded"" lesser qualiti room. i travel often never before. moreover, i hear singl ""i'm sorry"", like usual business. what bother receptionist kept tell ""i decreas rate you"" ""what think, nice eh?"" like favor!!!! they decreas rate room gave us cours (which legal thing do, sinc i sure illeg charg one room give lesser valu one money). they care i want higher level room independ value. i know say, sinc never happen before, also famili present want start arguing. the room nice (not nice i thought) locat good, howev awar might honor reserv even apolog this. that enough go back again."
500," if i stay here, i wouldn't. without exception, i swear i lying, everi day stay bring new problem. over past 3 months, i stay 6 time 3 night time; problem everi time. from wrong food room service, room key dont work, unrefresh bath towels, forgotten dirti in-room coffe service, unclean ice bucket overnight, forgotten room cleaning, inabl connect internet....i'm tire keep write problems. for price chi-chi downtown hotel, i expect more. finally, team certainli train custom service. the front desk team attitudes, aria' hostess think someth else. i'm stuck use hotel sinc adjoin aon, i would never go back i choice. the good thing food aria - outstanding."
501," fairmont hotel gener prefer choice, true disappointment. check-in quit slow problemat (glitch reserv system locally). room small oddli arranged. felt quit cramp room hard work small desk. hotel overal felt quit cold isolating...lobbi inviting, feel terribl safe walk around outside. gift shop overpriced, even downtown hotel. food disappointing. overal seem greatli overpr meet usual standard a fairmont i'v come count on. bill complet mess requir 3 separ call left straighten out."
502," they rave bed bed average. on surfac room seem clean, however, drop pen behind nightstand discov least inch dust. it appear repair someth cut away part wall. the repair job cover wallpap board hole board even complet cover hole. imposs decent shower bath. extrem water save devic shower tub provid basic trickl water. i unabl get shampoo hair pressur poor. also prepar nickl dime death. there even $10 charg use coffeemak room, really! for room servic tack deliveri charg 20% gratuity. sinc waiter stay serv earn gratuity. i alreadi charg deliv food. the park fee outrag $51 night add insult charg hotel patron fee gener public. upon pack leav realiz dvd set son brought missing. i report theft hotel. had file report secur promis would investig get back within 2 days. it two weeks. no follow up, apolog even given. we never stay hotel again. we chicago mani time worst hotel ever stay at."
503," mayb book thru pricelin treat like second rate guest - get room thru fairmont websit busi weekend ryder cup.....but never experi use pricelin before. the night time check girl rude unhelpful. we told option pay upgrad king bed stuck two tini bed ugli room. we comfort dirt sever place - bathroom handicap counter space - use iron board toiletries. thi hotel huge capac - may renov good look hotel stop lobby. hallways, rooms, carpet run - come expect fairmont. i stay mani world far worst. mayb low floor updated...w paid much guest i'm fairmont gold member. posit - great location, daytim staff help desk - two bike borrow handy. view could great get higher room. check raddison blu across street - look much nicer!!!"
504," i look forward stay wed late september, surpris sign hard time subtle, affect husband. for example, got lock room 2 times, wait 15 minut hallway go spa. the time get readi wed ceremony, stress lost time. the keycard would stop working. then fuse blew, power tri get ready. it happen also, come back spa, i call hallway phone get help. luckily, right that, employe randomli walk ask i wait long--a knew problem. i said no, call check. apparently, one even call secur get back room! she set key let in, thank god. then, wed night, husband want order room service. it littl 10:30pm. we told room servic close night--even though literatur room brag ""24 hour dining."" that fact never commun us check in. i feel like qualiti servic amen slipping. we later heard someth lot employe get laid off, mayb that' peopl interst provid good service. i think i would recommend anyon stay fairmont i ever again. btw, spa great hang in, even massage."
505," beauti hotel, lot offer price. sheet pillowcas room stain them, tv remot would function properly. valet servic truli need improvement. we pay quit bit overnight parking, took almost hour bring car us need leave. when ask find take long, got toss back forth bell hop front desk, answers."
506," my experi fairmont chicago less desirable. i tri fair i write reviews, fair fairmont chicago language. from pull check i felt goug start. $54 night park terribl area $30-$35 averag afford $54 disgust put guests. the park car rental. in room internet complementari $16 standard $25 sort ultra upgrad internet service. goug goug gouge, charg internet anymor even wors upgrad services. i go onlin everi day 8 day stay cost. one updat internet tell upon check sign free premier fairmont club receiv free room internet service, i found last day stay. other issu properti shower pressur good. the bed hard uncomfortable. and i would say mani properti better locat price city. on good note aria restur fairmont tremend staff serv best burger fri i ever had, love complimentari naan dip start, complimentari orang bark finish."
507," the hotel well located, servic poor. they seem cater larg conventioneers, servic like moder chain hotel - typic fairmont. there mani specif outlin here, let' say front desk, spa, room servic got order correct one-day, housekeep even clean room one day (although sent manag inspect room housekeep said clean room. yep, that' want come home 10 hr meetings! they offer complimentari breakfast inconvenience! the hotel larg mani time 5-7 pm would liter long line guest wait elevator. i'v stay fairmont twice. the 1st time i attend confer nearbi last time l chose price. but worth endur poor service. that last time me."
508," we stay fairmont two saturday' row, stay disappointing. we call hotel prior stay time took hotel 30-40 minut answer phone. for price, expect nicer decor (it look cheapli done); comfort beds-th mattress soft sheet hard-pillow comfort either; accomod front desk staff. our friend also date undoubt add similar comments."
509," for suppos 4-star hotel, i impress akk. the lobbi nice modern-looking, bellhop outsid help bag open door (we arriv late night). additionally, walk hotel late one night, trash flower strewn lobbi floor and, seem alway water bottl glass near seat area walk in. where staff clean up? that' welcom sight. the room nice clean provid great view, actual locat farther i would prefer michigan avenue, andi also littl far south. area recommend rush street lot fun night!"
510," my famili four went convent stay earli august. we promis room two doubl beds. when arriv (earlier most) told 45 doubl bed short. we reluctantli agre take room king bed promis roll away bed. we sleep uncomfort 12 year old bed child roll away. littl know charg daili fee bed. the manag could handl larg group hotel. the bellhop bartend visibl stress towel one day late night. the manag would take roll away bed charg least bit accomodating. we disappoint hotel. also, pool here. if want use pool health club next hotel pay $20 day use it. $80 famili take littl swim bit ridiculous. do favor, want accomod think book hotel convent otherwise, go elsewhere. chicago mani hotel choos pick one. i never heard back manag issu i call email obvious care, even i told i'd write review website. chicago awesom citi though. we love it!"
511," outmod worn furnish combin poor origin design choic produc drab place stay. thi hotel' five-star rate need downgrade! when i visit hotel 14 year ago, the fairmont among classiest brands. no more. my 29th floor room expansive, dark -- one small window one light working. the upholsteri frayed, bathtub faucet produc trickl water, room' door close unless pull certain way. worse, manag fill room price list display thing sell you, one set snack even larg tacki plastic case dresser. it like sleep old vend machine, i look pen take phone message, none found. other review remark hotel ""need updating,"" i think origin design choic also blame. for instance, someon decid place seri heavi door strang configurations. i sit toilet without leav door toilet cubbi open -- space accommod legs. (i unusu tall.) there mani great hotel chicago deserv five stars, fairmont abl compete. see profil better ideas. niftyc"
512," the bathroom toilet leak water bathroom everi time flushed, call mainten fixed. we return room discov mainten personnel left nasti mess bathroom toilet seat cover grease. there dirti cloth bathroom even use guestroom towel clean hand tools. we love chicago never stay hotel again."
513," serious overpr the room clean comfort stand mid price hotel. the ""amenities"" smoke screen, noth offer would get much lesser qualiti motel basic would expect holiday inn. i would gladli forgon scale bathroom cup hot coffe i get dress go lobbi purchase. be charg $15/day internet top $250/night rate bit top. the bathroom well lit inconvenient. the shower nice size fantast over-s shower head, unfortun twice water pressur low effect lost. the staff friendli helpful, actual best part stay staff. all i found overpr qualiti room."
514, i disappoint hotel time. they seem come qualiti quit bit. the clientel also seem lower quality. the lobbi quit rambuncti scene one staff seem notice. the hous keeper bare minimum room day replac use toiletri coffee; also left dirti coffe cup room. i think i stay intercontinent next time.
515," we disappoint hotel. the staff seem hurri unhelpful. our room made 5 pm despit sever requests. the blower hallway blew freez air, staff told us noth could done it. the lobbi invit comfort sit. the room bed comfortable, cream modern art work style. the room lack mani amen hotel price rang offer. certainli worth rate compar hotel i stay chicago."
516," i stay chicago fairmont four night conference. my fiance' accompani me. when check in, given room two full size bed despit fact reserv one king size bed. so instead relax larg luxuri bed imagined, forc either sleep separ bed like ward june cleaver either cuddl small full size like two colleg kid fratern house! we discov coffe maker work call desk someon look it, wait two half hours. we issu plumbing, includ extrem slow hot water tap bathtub took 45 minut fill. the toilet stop work twice. we return one afternoon art museum find maid room, sit bed, watch tv talk cell phone. they bellman rude, let fianc unload car pack expens camera equipment. there error bill. last least, saw roach drawers. alive. the restaur downstair decent, locat fairli good sinc confer hyatt next door price find someplac better. i never ever stay circumstances."
517," thi hotel chosen husband' compani famili came along busi trip. the locat excel great view lake aquarium 34th floor. my first impress room nice everyth appear clean. the lobbi undergo renov entrance, otherwis ok. lot confer take place wait elev long. seem like 2 elev work 6 there. i read anoth review join fairmont president' club wi-fi room would free. we sign club, puzzl offer everyon free wi-fi. park fee exorbit $58/night, thank compani pay this. we abl walk millennium park navi pier hotel. the hotel not kid-friendli term restaur amenities. there swim pool, concierg arrang us swim swissotel next door (there underground tunnel connect fairmont there). we love swissotel' pool 42nd floor. fantast view pool! although bed comfortable, daughter i victim bed bug stay. unfortun know next day return home. appar bed bug bite take 7 day appear. my daughter i share bed bitten side neck hips. the bite made want claw skin off! my husband son share bed bitten all. bewar room 3405 -- bed nearest bathroom!!! i fool clean room check mattress on...."
518," thi hotel great location, friendli staff. however, physic condit properti certainli fallen behind competition. i use regular hotel . . . back 15 years. room well maintain (old carpet fray doors), wall paper peel walls, tv' 80's. there current construct go lobbi area, make imposs get restaur without leav hotel walk outsid door."
519," bell boy need them, sulli staff, smile place. wait 30 min luggag never greet staff. boy, sure lousi fairmont compar one sf. never again!"
520," our trip annual anniversari trip. the hotel honor choic king size bed. instead receiv two doubl beds. thi serious decreas enjoy stay hyatt. there two cup coffe complimentari room. no complimentari coffe anyplac els larg hotel. locat busi district, appropri pleasur trip. employe hyatt friendli helpful, failur deliv reserv room."
521," the room dingi run - felt like stay cheap motel. the carpet except worn, wallpap peeling, bathroom grout dingy. the place felt like redecor 30 years. on top that, window would open (not unusu hig-ris hotel), air fan ac heat - temp control suppos work, i idea (they said 'radient cooling' whatev is), call front desk ask floor fan cool room air circulation. we even went far prop door open put fan fan door room feel suffocated. so much privacy. i can't comment food, ate everi chance. chicago fantast food! and much within easi distanc hotel. the hotel good location, near waterfront millenium park, shop dining. the confer facil average, frustrat basement cell phone recept non-existent. i never stay hotel again, especi price, poor room quality."
522," first let say, i tri critical, case truth warranted! we check thing seem fine. locat excellent. woke first morning, slightli rumpl bed cover ""stains"", i hope-filthi 4 star hotel quality. request linen chang heard knock door- gentleman let know i want done take privaci sign, i one even came later day. the room big enough, drawers, suposedli remodel carpet reach wall, toilet paper holder fell constantli shower head broken. the mirror great water alway hot! the wall paper thin, i heard everi convers guest next door had. they noisi could hear everyth includ t.v. wall vents. internet $13.00, work bit again, i call custom servic spent 25 minut phone ask could work reset system call back later. the hotel give us credit charges. at point, enough enough, pack bag check out. the front desk helpful- kudo rocco care friendli staff saw bell hops!!"
523," my expect high i book hotel pricelin $58 / night. an amaz deal fact wait 15 - 20 minut hot water. i call front desk tell hot water - nonchalantli replied: ""tri run 15 20 minutes."" they forgot tell keep water run shower, anyon els expect use shower. my boyfriend, shower me, wait anoth 10 minut get shower warm again. to make matter worse, room servic delivered, call said need anoth fork. they told us would cost $3 ($1 fork, $2 delivey charge). absolut ridiculous!! at least 1 star hotel, get hot water. thi suppos 4 star hotel. i guess get paid - i feel bad peopl actual paid full price."
524," thank god i got hotel priceline. i can't imagin pay full price place. the tub moldi dingy. the toilet flush. their select tv channel limit say least. unless want pay $5 rerun nbc show. oh, internet? whi set back $15 day. and breakfast? that' $16 cup coffee, croissant two slice honeydew. thi hotel pits. the custom servic is....absent! when walk ridicul lobbi (deck like bad late 80' prom) there' one direct upstair check in. and there, check fast, i'll grant that. thi hotel big, crummi rip-off. i never stay (and steer clear hyatt gener i believe)."
525," the line check desk tremend long decid use computer self check in. the option self check gave us size bed. when got room, immedi realiz place smoke room unabl perhap staff unwil move us non smoke room. i allerg smoke made stay uncomfortable. the wall seem thin could clearli hear convers guest room next us. when went breakfast, seat quickli nearli ten minut server arrived. for price charging, wait unaccept went elsewhere. it also took ten extra minut promis valet get car. for forti dollar day parking, expect better."
526," the chicago hyatt regenc decept alter cancel polici charg full room rate upon cancellation--i room cannot cancelled. i recent book phone one night stay directli hotel. the reserv specialist mention phone 72-hour cancel policy. however, i tri cancel reserv within timeframe, robert, reserv supervisor, said room could cancel time without charg full price room. he said i refer confirm e-mail state bottom prepay requir time book / non-refunable. thi clearli agre phone. i told cancel without charged. in response, threaten cancel charg full stay. whi would someon cancel go charg full price? the bottom line hotel decept chang term agreement, robert go back custom servic school!"
527," staff courteous. desk clerk gave one coupon free breakfast instead two. second desk clerk gave wrong time breakfast second day, caus us miss free period. room clean, nice view river. bed comfortable. toilet look like belong public restroom (no tank; instead stainless steel valve) instead 4-star hotel. dresser store clothes. wastebasket room, cover icebucket, icebucket. fold luggag stand broken strap. locat good, close river. sever american-styl eat place nearby. overall, disappoint four-star hotel. expect hyatt regency."
528," they allow parti go night book us room run water. we call secur twice noth party. when final came 30 peopl file room file right back 10 minutes. when call back noth done it. my 2 year old son awaken loud music cursing. then get next morn 7:30 get readi find run water. after mainten man piddl around half hour time shower ride two hour train ride dirti tire sleep. they resolv issue. they keep pass complaint ""managers"" supposedly. it worst stay life poor two year old"
529," the room i book room told i'd get king bed. when i check in, say queen bed room available. i protest avail. when i got room, realli full size bed. so i went king bed home full size bed tini broom closet room chicago. for pleasure, i paid price normal king bed room. the full size bed also extrem uncomfortable. i think lop side never rotat mattresses. we would wake bodi ach headaches. my wife even said lost feel arm nights. not good. also, internet room hard set-up, slow use, inconsistent. i gener restart comput least get internet work. the internet work one day iphon would log in. it' realli worth it. room servic room servic inconsist nonsensical. some morn would take towel (even one hung use again) replac them, time would replac towel others. they would also come vastli differ times. hotel servic thi hotel love nickel dime. i ask fridg room told it'd $25. no hotel i'v ever stay (regardless mani star had) ever charg fridg room. late checkout? charge. shuttl airport? - nonexistent. the front deck ""gold passport"" peopl can't even figur get points. in end i call corpor get point stay (not plan stay hyatt properti again). by way, appar hotel still undergo chang mini-bar missing. i think use fridg instead pay $25. the hotel the hotel cool bar beauti lobbi area east tower. the west tower underground amen one uses. the bar extrem expensive, drink tasty. the food edibl too, i brag it. the hotel directli main street (michigan), far it. it' right next boat tour and, rooms, view navi pier. our room face anoth hotel, could see sliver pier. the hotel walk distanc millennium park. it' bit walk l station though. if want wonder breakfast place, go wildberri randolph st. it'll wait eat long time, yummy! conclus i get better rooms, better beds, better service, better amen holiday inn express best western. save money stay elsewhere."
530," the room spaciou nice, color decorating. the bed felt like lie cloud, four pillow bed, two fiberfil two could choos like better. the bathroom nice also. overall, i pleas stay. you show room key get ten p.m. i thought good secur issue. it great locat too, close downtown. i would recommend it. the decor classy. most hotel two frame art, bore bedspread lumpi pillows. the hyatt regenc opposite."
531," my famili i stay hyatt wacker dr. march 27, 2012. we excit great price got 4-star hotel priceline. unfortunately, impressed. in past, stay hyatt downtown san diego spring break marina, chose stay closer home year. the room clean standard arrived, even though paid upgrade. we ask clean sight see assur would look after. upon return, noth move room re-clean includ tea son made prior excurs i assume, even check promised. we 3 towel 4 us call more. they promptli deliv room servic took 40 + minut deliv us knife corkscrew essenti paid felt compel tip even though call ask twice! the curtain dirti fray vacuuming, bed skirt foreign stain it, honor bar/fridg goug dirty, too! the mirror dirti bed appear jump - neat tidi all....ther box trash hall old refriger two well. veri disappoint say least. i buyer' remors wish taken train home stay beds! we compens upgrad - $20.00 given price parking, taxes, etc. point i recommend hyatt anyone. my husband travel use hyatt busi travel point quit often also expect better 4-star hotel. i felt compel let know unhappi facility."
532," thi 2nd time stay hyatt regenc chicago. the first time far expect $69/per night room. the room nice, bed comfortable. thi time got great rate travelzoo @ $104/ night room view. we awar $41 park per night. the first night got valet yell us said park full. we clue park point drive around 45 minut look close park garages. (it saturday evening) final found spot told would $38. thi 6 block hotel. mind -6 outsid luggag carri too. not good servic 5-star hotel. we got insid appar run nightclub thier lobby, call harddrive. that' cool all, ye noisi got room, issue. the hvac control room broken. the first night ok, second night blaze hot there, 86 degrees. so hot sleep. it miserable. they sent ""engineer"" determin defin problem open window, 24 floor up. it never cool enough kept window open night. it 5 night window open 8"" help. they would put us anoth room either. at checkout, monday morning, bill came $240.43 tax room. we second bill internet park bill $56.65. cool, i got reciept went way. on wednesday i onlin bank check account, find hyatt charg $289.03 anoth charg $103.63!!! that almost $100 reciept checkout say. i furious, i call hotel. noth resolv phone call, treat $100 someth wipe with. she said give anoth day two see addit author fall off. that settl well me, could i do. i waited. it friday now. i check account charg clear correct origin amounts, still ""authorizations"" two incorrect amount well. they charg addit $300!!!!!! im furious! guess what... hyatt care. they gave [--] line wednesday. save yourself some hassl and don't stay at thi hotel unless you have extra money for them to play with."
